idVotacao,uriVotacao,siglaBancada,orientacao,fonte_orientacao,prioridade_orientacao
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PSDB,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,REPUBLICANOS,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,Oposição,Não,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PV,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PTB,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PATRIOTA,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,MDB,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,SOLIDARIEDADE,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,AVANTE,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PCdoB,Não,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PSC,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,NOVO,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PODE,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PL,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PP,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PDT,Não,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,DEM,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,Maioria,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PSD,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PSL,Sim,Bancada,10
2229308-77,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-77,PT,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,REPUBLICANOS,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PDT,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,DEM,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,AVANTE,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PSC,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PATRIOTA,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,NOVO,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PSOL,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PTB,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PSB,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PSDB,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PV,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,Minoria,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,MDB,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PSD,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PT,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,REDE,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,Oposição,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,Maioria,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PCdoB,Não,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PROS,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PL,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PODE,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PP,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,CIDADANIA,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,PSL,Sim,Bancada,10
2229308-75,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-75,SOLIDARIEDADE,Sim,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PSC,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,SOLIDARIEDADE,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PSL,Sim,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PL,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,REPUBLICANOS,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PDT,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,DEM,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PROS,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PODE,Liberado,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,CIDADANIA,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PSDB,Sim,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PSD,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PV,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PT,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PP,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,Maioria,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PCdoB,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PSB,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PTB,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,Governo,Sim,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PATRIOTA,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,PSOL,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,AVANTE,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,Minoria,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,MDB,Não,Bancada,10
2229308-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-71,NOVO,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PT,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PV,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PODE,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,AVANTE,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PL,Liberado,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PROS,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PCdoB,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PDT,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PP,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PSB,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PSL,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PSOL,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,Oposição,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,Minoria,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,NOVO,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,DEM,Liberado,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PTB,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PSC,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PSDB,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,Maioria,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,SOLIDARIEDADE,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,CIDADANIA,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,PSD,Sim,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,REPUBLICANOS,Não,Bancada,10
2229308-70,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-70,MDB,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PSDB,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,Oposição,Não,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PP,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PROS,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,Minoria,Não,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PCdoB,Não,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,Maioria,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PT,Não,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,REDE,Não,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PV,Liberado,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PSL,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PSB,Não,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PATRIOTA,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,SOLIDARIEDADE,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PTB,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,MDB,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,Governo,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,CIDADANIA,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,DEM,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PDT,Não,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PODE,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,REPUBLICANOS,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,AVANTE,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,NOVO,Sim,Bancada,10
2229308-66,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-66,PSOL,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PSB,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,DEM,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PSOL,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,Governo,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,AVANTE,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PP,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,CIDADANIA,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,SOLIDARIEDADE,Liberado,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PT,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PV,Liberado,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,Minoria,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PSC,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PSDB,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PCdoB,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,Oposição,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PROS,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,MDB,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PL,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,NOVO,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PSL,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,REPUBLICANOS,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,Maioria,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PTB,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PDT,Não,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PODE,Sim,Bancada,10
2229308-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-65,PSD,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PSDB,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PTB,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PSC,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PV,Liberado,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,Oposição,Não,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PL,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PODE,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,Minoria,Não,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PP,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,Maioria,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,CIDADANIA,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,AVANTE,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PSOL,Não,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,Governo,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PT,Não,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,DEM,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PSL,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,SOLIDARIEDADE,Liberado,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,REPUBLICANOS,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PDT,Não,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,MDB,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PSD,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PROS,Sim,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PSB,Não,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,PCdoB,Não,Bancada,10
2229308-64,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-64,NOVO,Não,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,AVANTE,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,Maioria,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PSOL,Obstrução,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PSB,Obstrução,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PSDB,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PROS,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PCdoB,Obstrução,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PP,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,REPUBLICANOS,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PODE,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PSC,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PSD,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,SOLIDARIEDADE,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PDT,Obstrução,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PSL,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PL,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,DEM,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PT,Obstrução,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,PTB,Sim,Bancada,10
2229308-56,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-56,MDB,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,AVANTE,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,CIDADANIA,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PSB,Obstrução,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PV,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PSDB,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PDT,Obstrução,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PSD,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PSOL,Obstrução,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,MDB,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,DEM,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PP,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,REPUBLICANOS,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,NOVO,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,Minoria,Obstrução,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,SOLIDARIEDADE,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PATRIOTA,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PT,Não,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PTB,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PROS,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PSL,Sim,Bancada,10
2229308-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-55,PCdoB,Obstrução,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,Maioria,Não,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,PSL,Não,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,Oposição,Obstrução,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,Minoria,Obstrução,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,PDT,Obstrução,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,PSOL,Obstrução,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,NOVO,Não,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,PSB,Obstrução,Bancada,10
2229308-53,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-53,PT,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,Minoria,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PV,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PTB,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,REDE,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,SOLIDARIEDADE,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PSL,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PSDB,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PSD,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,AVANTE,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,MDB,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PROS,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PP,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PDT,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PSB,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PCdoB,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,REPUBLICANOS,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,Maioria,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,CIDADANIA,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PT,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PODE,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PSOL,Obstrução,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,PL,Não,Bancada,10
2229308-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-50,NOVO,Não,Bancada,10
2229308-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-44,MDB,Sim,Bancada,10
2229308-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-44,PROS,Sim,Bancada,10
2229308-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-44,PSB,Obstrução,Bancada,10
2229308-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-44,REPUBLICANOS,Sim,Bancada,10
2229308-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2229308-44,REDE,Não,Bancada,10
