idVotacao,uriVotacao,siglaBancada,orientacao,fonte_orientacao,prioridade_orientacao
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PTB,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,Oposição,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PP,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PSD,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,DEM,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PSC,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,Governo,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PROS,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PDT,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,SOLIDARIEDADE,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PL,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,CIDADANIA,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PATRIOTA,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PT,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PODE,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PV,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PSL,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PSDB,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PSOL,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,PSB,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,REDE,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,Minoria,Sim,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,NOVO,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,AVANTE,Não,Bancada,10
2238112-81,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-81,REPUBLICANOS,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,REPUBLICANOS,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PP,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PSOL,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PATRIOTA,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,MDB,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,Minoria,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,AVANTE,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PT,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PV,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,Oposição,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PSB,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PSD,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PODE,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PDT,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,NOVO,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,REDE,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PL,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,DEM,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PSDB,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PSL,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PTB,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PSC,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,CIDADANIA,Sim,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,SOLIDARIEDADE,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PROS,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,Governo,Não,Bancada,10
2238112-71,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-71,PCdoB,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PP,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,REDE,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PSC,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,Governo,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PL,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PROS,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PODE,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PCdoB,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,CIDADANIA,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,Minoria,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PT,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PSB,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,SOLIDARIEDADE,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,REPUBLICANOS,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PDT,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PSD,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PATRIOTA,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PSL,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PSOL,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,NOVO,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PSDB,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,AVANTE,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,DEM,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,MDB,Sim,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,Oposição,Não,Bancada,10
2238112-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-68,PTB,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PT,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PV,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,Minoria,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PSD,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PDT,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PROS,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PCdoB,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,REDE,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PSL,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PL,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PATRIOTA,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,MDB,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PSB,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,Maioria,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,NOVO,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,SOLIDARIEDADE,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,Governo,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PTB,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,REPUBLICANOS,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PP,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PSOL,Sim,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,CIDADANIA,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,DEM,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,PSDB,Não,Bancada,10
2238112-62,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-62,Oposição,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,REPUBLICANOS,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PSL,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PDT,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PL,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,NOVO,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,REDE,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PTB,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PCdoB,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PP,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PSOL,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PT,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,SOLIDARIEDADE,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,Minoria,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PV,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PSB,Sim,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,DEM,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PSDB,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PROS,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,PSD,Não,Bancada,10
2238112-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-59,Governo,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PODE,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PSD,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PSL,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,Minoria,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,REPUBLICANOS,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,NOVO,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PSOL,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PSDB,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PV,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PP,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,DEM,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PT,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,MDB,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,AVANTE,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PROS,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,SOLIDARIEDADE,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PL,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,Governo,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PDT,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PCdoB,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PSB,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,REDE,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,CIDADANIA,Não,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,Oposição,Sim,Bancada,10
2238112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-46,PTB,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,REDE,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PL,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,AVANTE,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PODE,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PSOL,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PT,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,MDB,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PSL,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,SOLIDARIEDADE,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PCdoB,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,Minoria,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,DEM,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PSDB,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,Governo,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PTB,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PSD,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,REPUBLICANOS,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PSB,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,Oposição,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PP,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PDT,Sim,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,CIDADANIA,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,PROS,Não,Bancada,10
2238112-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2238112-32,NOVO,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PSDB,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PATRIOTA,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PDT,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PP,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,SOLIDARIEDADE,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,Governo,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,REDE,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PCdoB,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PROS,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PSD,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PTB,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,REPUBLICANOS,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PV,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PSOL,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PL,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PSB,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PT,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PSC,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,PSL,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,Oposição,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,NOVO,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,MDB,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,Maioria,Sim,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,CIDADANIA,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,Minoria,Não,Bancada,10
2242618-79,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-79,AVANTE,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PSL,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PTB,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PROS,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,MDB,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,Maioria,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PT,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,SOLIDARIEDADE,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,REPUBLICANOS,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,CIDADANIA,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,DEM,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PDT,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PV,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PATRIOTA,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,Oposição,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PSDB,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PP,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,Minoria,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PSD,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PSOL,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,REDE,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,AVANTE,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PCdoB,Não,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,Governo,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PODE,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PL,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,NOVO,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PSC,Sim,Bancada,10
2242618-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242618-52,PSB,Não,Bancada,10
